iteration, population, weights, segregation
3, 59, [0.5, 0.49, 0.28, 0.3], 1.0181207825246492
3, 60, [0.52, 0.48, 0.28, 0.29], 0.9451698935218233
3, 61, [0.52, 0.48, 0.28, 0.31], 1.4902674534188596
3, 62, [0.52, 0.48, 0.28, 0.3], 1.067922557550372
3, 63, [0.52, 0.48, 0.3, 0.29], 0.7459304787301346
3, 64, [0.52, 0.48, 0.3, 0.31], 1.0501651833810812
3, 65, [0.52, 0.48, 0.3, 0.3], 1.0171918356501286
3, 66, [0.52, 0.48, 0.29, 0.29], 1.0180688301237513
3, 67, [0.52, 0.48, 0.29, 0.31], 0.9917054276627932
3, 68, [0.52, 0.48, 0.29, 0.3], 0.9625079019854179
3, 69, [0.52, 0.5, 0.28, 0.29], 1.2315624923527195
3, 70, [0.52, 0.5, 0.28, 0.31], 1.1125101564457966
3, 71, [0.52, 0.5, 0.28, 0.3], 1.0615151556801246
3, 72, [0.52, 0.5, 0.3, 0.29], 0.818266218377263
3, 73, [0.52, 0.5, 0.3, 0.31], 1.0566347873801971
3, 74, [0.52, 0.5, 0.3, 0.3], 1.147536872348029
3, 75, [0.52, 0.5, 0.29, 0.29], 1.1435223089843254
3, 76, [0.52, 0.5, 0.29, 0.31], 0.931670554088965
3, 77, [0.52, 0.5, 0.29, 0.3], 1.2716227855893396
3, 78, [0.52, 0.49, 0.28, 0.29], 1.192677264718584
3, 79, [0.52, 0.49, 0.28, 0.31], 1.0534229325546753
3, 80, [0.52, 0.49, 0.28, 0.3], 0.9919577772487168
3, 81, [0.52, 0.49, 0.3, 0.29], 0.9121271919475684
3, 82, [0.52, 0.49, 0.3, 0.31], 0.8770231229140999
3, 83, [0.52, 0.49, 0.3, 0.3], 1.1433219421756753
3, 84, [0.52, 0.49, 0.29, 0.29], 1.0183122755113023
3, 85, [0.52, 0.49, 0.29, 0.31], 1.0628415322363869
3, 86, [0.52, 0.49, 0.29, 0.3], 0.9125469930497434
3, 87, [0.51, 0.48, 0.28, 0.29], 1.3333597584347394
3, 88, [0.51, 0.48, 0.28, 0.31], 1.0418712354257358
3, 89, [0.51, 0.48, 0.28, 0.3], 0.84794331132695
3, 90, [0.51, 0.48, 0.3, 0.29], 0.9385315664886957
3, 91, [0.51, 0.48, 0.3, 0.31], 0.8895993647718695
3, 92, [0.51, 0.48, 0.3, 0.3], 1.143154684728358
3, 93, [0.51, 0.48, 0.29, 0.29], 1.1441724554472135
3, 94, [0.51, 0.48, 0.29, 0.31], 1.1387017302662246
3, 95, [0.51, 0.48, 0.29, 0.3], 0.9217668703453558
3, 96, [0.51, 0.5, 0.28, 0.29], 0.939701830912265
3, 97, [0.51, 0.5, 0.28, 0.31], 0.9542120228024893
3, 98, [0.51, 0.5, 0.28, 0.3], 1.5140448140828995
3, 99, [0.51, 0.49, 0.28, 0.29], 0.9401598875328668
3, 100, [0.51, 0.49, 0.28, 0.31], 1.3117970103449061
3, 101, [0.51, 0.49, 0.28, 0.3], 1.0763257871555536
3, 102, [0.49, 0.48, 0.28, 0.28], 1.1472065432436975
3, 103, [0.49, 0.48, 0.28, 0.3], 1.0153919121466615
3, 104, [0.49, 0.48, 0.28, 0.29], 1.0326821829018942
3, 105, [0.49, 0.48, 0.3, 0.28], 0.7382573282216128
3, 106, [0.49, 0.48, 0.3, 0.3], 1.1473247638595006
3, 107, [0.49, 0.48, 0.3, 0.29], 0.6929503734479983
3, 108, [0.49, 0.48, 0.29, 0.28], 0.9237945063176592
3, 109, [0.49, 0.48, 0.29, 0.3], 1.0931424940228962
3, 110, [0.49, 0.48, 0.29, 0.29], 1.1477769559029563
3, 111, [0.49, 0.5, 0.28, 0.28], 0.9975922453471214
3, 112, [0.49, 0.5, 0.28, 0.3], 1.1517570471266143
3, 113, [0.49, 0.5, 0.28, 0.29], 0.6425094520247417
3, 114, [0.49, 0.5, 0.3, 0.28], 0.8770515875745973
3, 115, [0.49, 0.5, 0.29, 0.28], 0.9477820005809293
3, 116, [0.49, 0.49, 0.28, 0.28], 1.1473138308547357
3, 117, [0.49, 0.49, 0.28, 0.3], 1.1147298115365596
3, 118, [0.49, 0.49, 0.28, 0.29], 0.9734633874163582
3, 119, [0.49, 0.49, 0.3, 0.28], 0.6309250268221817
3, 120, [0.49, 0.49, 0.29, 0.28], 0.48869555109887525
3, 121, [0.51, 0.48, 0.28, 0.28], 1.1440097992076246
3, 122, [0.51, 0.48, 0.28, 0.3], 0.84794331132695
3, 123, [0.51, 0.48, 0.28, 0.29], 1.3333597584347394
3, 124, [0.51, 0.48, 0.3, 0.28], 0.7665942498238384
3, 125, [0.51, 0.48, 0.3, 0.3], 1.143154684728358
3, 126, [0.51, 0.48, 0.3, 0.29], 0.9385315664886957
3, 127, [0.51, 0.48, 0.29, 0.28], 0.7172633731147088
3, 128, [0.51, 0.48, 0.29, 0.3], 0.9217668703453558
3, 129, [0.51, 0.48, 0.29, 0.29], 1.1441724554472135
3, 130, [0.51, 0.5, 0.28, 0.28], 1.1472965055298954
3, 131, [0.51, 0.5, 0.28, 0.3], 1.5140448140828995
3, 132, [0.51, 0.5, 0.28, 0.29], 0.939701830912265
3, 133, [0.51, 0.5, 0.3, 0.28], 0.7973545043091143
3, 134, [0.51, 0.5, 0.29, 0.28], 0.9243906436851298
3, 135, [0.51, 0.49, 0.28, 0.28], 1.1428221185832483
3, 136, [0.51, 0.49, 0.28, 0.3], 1.0763257871555536
3, 137, [0.51, 0.49, 0.28, 0.29], 0.9401598875328668
3, 138, [0.51, 0.49, 0.3, 0.28], 0.9274967725309236
3, 139, [0.51, 0.49, 0.29, 0.28], 0.8891785870040992
3, 140, [0.5, 0.48, 0.28, 0.28], 1.1429632826943095
3, 141, [0.5, 0.48, 0.28, 0.3], 0.9824018561782492
3, 142, [0.5, 0.48, 0.28, 0.29], 0.8103734810234656
3, 143, [0.5, 0.48, 0.3, 0.28], 0.9155387146382414
3, 144, [0.5, 0.48, 0.3, 0.3], 1.146933416671957
3, 145, [0.5, 0.48, 0.3, 0.29], 0.7940370230952497
3, 146, [0.5, 0.48, 0.29, 0.28], 0.7469967640889617
3, 147, [0.5, 0.48, 0.29, 0.3], 1.267242770626404
3, 148, [0.5, 0.48, 0.29, 0.29], 1.1434457179989603
3, 149, [0.5, 0.5, 0.28, 0.28], 1.004478827424122
3, 150, [0.5, 0.5, 0.28, 0.3], 0.9963733369141109
3, 151, [0.5, 0.5, 0.28, 0.29], 0.9557063860317904
3, 152, [0.5, 0.5, 0.3, 0.28], 0.7011442047497692
3, 153, [0.5, 0.5, 0.29, 0.28], 0.4868841483779396
3, 154, [0.5, 0.49, 0.28, 0.28], 1.1470891357910051
3, 155, [0.5, 0.49, 0.28, 0.3], 1.0181207825246492
3, 156, [0.5, 0.49, 0.28, 0.29], 1.0397762691654084
3, 157, [0.5, 0.49, 0.3, 0.28], 0.9486032874300386
3, 158, [0.5, 0.49, 0.29, 0.28], 0.9239187451900515
4, 0, [0.48, 0.48, 0.27, 0.3], 1.15359485568217
4, 1, [0.48, 0.48, 0.27, 0.32], 1.0236626243110338
4, 2, [0.48, 0.48, 0.27, 0.31], 1.0228613624868597
4, 3, [0.48, 0.48, 0.29, 0.3], 0.9053049272802856
4, 4, [0.48, 0.48, 0.29, 0.32], 1.0002934715387133
4, 5, [0.48, 0.48, 0.29, 0.31], 1.142852735237626
4, 6, [0.48, 0.48, 0.28, 0.3], 1.1396451849674536
4, 7, [0.48, 0.48, 0.28, 0.32], 1.034732816853478
4, 8, [0.48, 0.48, 0.28, 0.31], 1.0671167315416152
4, 9, [0.48, 0.5, 0.27, 0.3], 1.0664369221499443
4, 10, [0.48, 0.5, 0.27, 0.32], 0.9868354610085638
4, 11, [0.48, 0.5, 0.27, 0.31], 1.0637076622407033
4, 12, [0.48, 0.5, 0.29, 0.3], 1.0547075779386992
4, 13, [0.48, 0.5, 0.29, 0.32], 0.9261429906750871
4, 14, [0.48, 0.5, 0.29, 0.31], 0.7156428440692065
4, 15, [0.48, 0.5, 0.28, 0.3], 1.1144282143893884
4, 16, [0.48, 0.5, 0.28, 0.32], 1.2343139937688505
4, 17, [0.48, 0.5, 0.28, 0.31], 1.0166930910125604
4, 18, [0.48, 0.49, 0.27, 0.3], 1.111607864898834
4, 19, [0.48, 0.49, 0.27, 0.32], 1.130101810571933
4, 20, [0.48, 0.49, 0.27, 0.31], 1.0169828743674956
4, 21, [0.48, 0.49, 0.29, 0.3], 0.6690001487905844
4, 22, [0.48, 0.49, 0.29, 0.32], 0.915868086367687
4, 23, [0.48, 0.49, 0.29, 0.31], 0.9949676881088453
4, 24, [0.48, 0.49, 0.28, 0.3], 0.7958847729745314
4, 25, [0.48, 0.49, 0.28, 0.32], 0.9774265996129399
4, 26, [0.48, 0.49, 0.28, 0.31], 0.9712458637047865
4, 27, [0.5, 0.48, 0.27, 0.3], 0.908606449592677
4, 28, [0.5, 0.48, 0.27, 0.32], 1.3453414923046911
4, 29, [0.5, 0.48, 0.27, 0.31], 0.8183900694173328
4, 30, [0.5, 0.48, 0.29, 0.32], 1.0068103084570308
4, 31, [0.5, 0.48, 0.28, 0.32], 1.0914288682682118
4, 32, [0.5, 0.5, 0.27, 0.3], 0.9665226775483662
4, 33, [0.5, 0.5, 0.27, 0.32], 1.2222310115596706
4, 34, [0.5, 0.5, 0.27, 0.31], 1.1622338704805983
4, 35, [0.5, 0.49, 0.27, 0.3], 1.0529096926474704
4, 36, [0.5, 0.49, 0.27, 0.32], 1.0789431928240136
4, 37, [0.5, 0.49, 0.27, 0.31], 1.0626630908887045
4, 38, [0.49, 0.48, 0.27, 0.3], 1.1074154922249002
4, 39, [0.49, 0.48, 0.27, 0.32], 0.992243494211588
4, 40, [0.49, 0.48, 0.27, 0.31], 1.062502748679205
4, 41, [0.49, 0.48, 0.29, 0.32], 1.0413853104751012
4, 42, [0.49, 0.48, 0.29, 0.31], 1.020208886753661
4, 43, [0.49, 0.48, 0.28, 0.32], 1.114069240062844
4, 44, [0.49, 0.48, 0.28, 0.31], 0.9875895540615407
4, 45, [0.49, 0.5, 0.27, 0.3], 1.048774071906337
4, 46, [0.49, 0.5, 0.27, 0.32], 0.986828336810358
4, 47, [0.49, 0.5, 0.27, 0.31], 1.0692888455548077
4, 48, [0.49, 0.49, 0.27, 0.3], 1.0438804712208414
4, 49, [0.49, 0.49, 0.27, 0.32], 1.4040099223128495
4, 50, [0.49, 0.49, 0.27, 0.31], 0.9942751422991167
4, 51, [0.5, 0.49, 0.27, 0.29], 0.9561715675942005
4, 52, [0.5, 0.49, 0.27, 0.31], 1.0626630908887045
4, 53, [0.5, 0.49, 0.27, 0.3], 1.0529096926474704
4, 54, [0.5, 0.51, 0.27, 0.29], 1.0674989432661475
4, 55, [0.5, 0.51, 0.27, 0.31], 1.0336734305426454
4, 56, [0.5, 0.51, 0.27, 0.3], 1.1020359941238829
4, 57, [0.5, 0.51, 0.28, 0.29], 0.6477052148412088
4, 58, [0.5, 0.5, 0.27, 0.29], 1.0123775011493605
4, 59, [0.5, 0.5, 0.27, 0.31], 1.1622338704805983
4, 60, [0.5, 0.5, 0.27, 0.3], 0.9665226775483662
4, 61, [0.52, 0.49, 0.27, 0.29], 0.9950103108373033
4, 62, [0.52, 0.49, 0.27, 0.31], 0.9916299572461195
4, 63, [0.52, 0.49, 0.27, 0.3], 0.9848460026628092
4, 64, [0.52, 0.51, 0.27, 0.29], 1.2042812115050479
4, 65, [0.52, 0.51, 0.27, 0.31], 1.1791281991940727
4, 66, [0.52, 0.51, 0.27, 0.3], 1.1559433393202823
4, 67, [0.52, 0.51, 0.29, 0.29], 1.1476857896597403
4, 68, [0.52, 0.51, 0.29, 0.31], 1.0189609689676595
4, 69, [0.52, 0.51, 0.29, 0.3], 1.1045843134787754
4, 70, [0.52, 0.51, 0.28, 0.29], 1.0360640354486472
4, 71, [0.52, 0.51, 0.28, 0.31], 1.0003113254505298
4, 72, [0.52, 0.51, 0.28, 0.3], 1.4022901222177107
4, 73, [0.52, 0.5, 0.27, 0.29], 1.0400792689211575
4, 74, [0.52, 0.5, 0.27, 0.31], 0.9649479197468257
4, 75, [0.52, 0.5, 0.27, 0.3], 0.9964501705185123
4, 76, [0.51, 0.49, 0.27, 0.29], 1.139471875720831
4, 77, [0.51, 0.49, 0.27, 0.31], 1.0136462678662372
4, 78, [0.51, 0.49, 0.27, 0.3], 0.953759984295964
4, 79, [0.51, 0.51, 0.27, 0.29], 1.0030479304512026
4, 80, [0.51, 0.51, 0.27, 0.31], 1.4340495504150819
4, 81, [0.51, 0.51, 0.27, 0.3], 0.9808515693504887
4, 82, [0.51, 0.51, 0.28, 0.29], 0.9802524968207781
4, 83, [0.51, 0.5, 0.27, 0.29], 0.9925230439538963
4, 84, [0.51, 0.5, 0.27, 0.31], 1.0089717230384416
4, 85, [0.51, 0.5, 0.27, 0.3], 1.0121504146333062
4, 86, [0.5, 0.49, 0.27, 0.29], 0.9561715675942005
4, 87, [0.5, 0.49, 0.27, 0.31], 1.0626630908887045
4, 88, [0.5, 0.49, 0.27, 0.3], 1.0529096926474704
4, 89, [0.5, 0.51, 0.27, 0.29], 1.0674989432661475
4, 90, [0.5, 0.51, 0.27, 0.31], 1.0336734305426454
4, 91, [0.5, 0.51, 0.27, 0.3], 1.1020359941238829
4, 92, [0.5, 0.51, 0.28, 0.29], 0.6477052148412088
4, 93, [0.5, 0.5, 0.27, 0.29], 1.0123775011493605
4, 94, [0.5, 0.5, 0.27, 0.31], 1.1622338704805983
4, 95, [0.5, 0.5, 0.27, 0.3], 0.9665226775483662
4, 96, [0.52, 0.49, 0.27, 0.29], 0.9950103108373033
4, 97, [0.52, 0.49, 0.27, 0.31], 0.9916299572461195
4, 98, [0.52, 0.49, 0.27, 0.3], 0.9848460026628092
4, 99, [0.52, 0.51, 0.27, 0.29], 1.2042812115050479
4, 100, [0.52, 0.51, 0.27, 0.31], 1.1791281991940727
4, 101, [0.52, 0.51, 0.27, 0.3], 1.1559433393202823
4, 102, [0.52, 0.51, 0.29, 0.29], 1.1476857896597403
4, 103, [0.52, 0.51, 0.29, 0.31], 1.0189609689676595
4, 104, [0.52, 0.51, 0.29, 0.3], 1.1045843134787754
4, 105, [0.52, 0.51, 0.28, 0.29], 1.0360640354486472
4, 106, [0.52, 0.51, 0.28, 0.31], 1.0003113254505298
4, 107, [0.52, 0.51, 0.28, 0.3], 1.4022901222177107
4, 108, [0.52, 0.5, 0.27, 0.29], 1.0400792689211575
4, 109, [0.52, 0.5, 0.27, 0.31], 0.9649479197468257
4, 110, [0.52, 0.5, 0.27, 0.3], 0.9964501705185123
4, 111, [0.51, 0.49, 0.27, 0.29], 1.139471875720831
4, 112, [0.51, 0.49, 0.27, 0.31], 1.0136462678662372
4, 113, [0.51, 0.49, 0.27, 0.3], 0.953759984295964
4, 114, [0.51, 0.51, 0.27, 0.29], 1.0030479304512026
4, 115, [0.51, 0.51, 0.27, 0.31], 1.4340495504150819
4, 116, [0.51, 0.51, 0.27, 0.3], 0.9808515693504887
4, 117, [0.51, 0.51, 0.28, 0.29], 0.9802524968207781
4, 118, [0.51, 0.5, 0.27, 0.29], 0.9925230439538963
4, 119, [0.51, 0.5, 0.27, 0.31], 1.0089717230384416
4, 120, [0.51, 0.5, 0.27, 0.3], 1.0121504146333062
5, 0, [0.5, 0.5, 0.26, 0.3], 1.0759468187512724
5, 1, [0.5, 0.5, 0.26, 0.32], 0.7507336656697584
5, 2, [0.5, 0.5, 0.26, 0.31], 0.9748851655342202
5, 3, [0.5, 0.52, 0.26, 0.3], 0.9858255503264092
5, 4, [0.5, 0.52, 0.26, 0.32], 1.1574712249649282
5, 5, [0.5, 0.52, 0.26, 0.31], 1.0468400586217728
5, 6, [0.5, 0.52, 0.28, 0.3], 0.9191720198827074
5, 7, [0.5, 0.52, 0.28, 0.32], 1.3063748382670046
5, 8, [0.5, 0.52, 0.28, 0.31], 0.8914089218977966
5, 9, [0.5, 0.52, 0.27, 0.3], 1.054186440602075
5, 10, [0.5, 0.52, 0.27, 0.32], 1.100699157549402
5, 11, [0.5, 0.52, 0.27, 0.31], 1.126748287380116
5, 12, [0.5, 0.51, 0.26, 0.3], 1.1999501126698697
5, 13, [0.5, 0.51, 0.26, 0.32], 1.1082939685454303
5, 14, [0.5, 0.51, 0.26, 0.31], 1.044200195730709
5, 15, [0.5, 0.51, 0.27, 0.32], 1.122739649569255
5, 16, [0.52, 0.5, 0.26, 0.3], 1.1292691803483819
5, 17, [0.52, 0.5, 0.26, 0.32], 1.142848404313596
5, 18, [0.52, 0.5, 0.26, 0.31], 1.1696552295078788
5, 19, [0.52, 0.5, 0.28, 0.32], 1.1371179050239566
5, 20, [0.52, 0.5, 0.27, 0.32], 1.3853136170234681
5, 21, [0.52, 0.52, 0.26, 0.3], 1.069188109860674
5, 22, [0.52, 0.52, 0.26, 0.32], 0.8760965986294607
5, 23, [0.52, 0.52, 0.26, 0.31], 1.0266046819217944
5, 24, [0.52, 0.52, 0.28, 0.3], 1.104684892047515
5, 25, [0.52, 0.52, 0.28, 0.32], 1.044076541924137
5, 26, [0.52, 0.52, 0.28, 0.31], 1.0872503755681162
5, 27, [0.52, 0.52, 0.27, 0.3], 1.0268157907261048
5, 28, [0.52, 0.52, 0.27, 0.32], 1.0735976377982506
5, 29, [0.52, 0.52, 0.27, 0.31], 1.2205437542415536
5, 30, [0.52, 0.51, 0.26, 0.3], 0.9737920545804809
5, 31, [0.52, 0.51, 0.26, 0.32], 1.951574312022542
5, 32, [0.52, 0.51, 0.26, 0.31], 1.3411560042816975
5, 33, [0.52, 0.51, 0.28, 0.32], 1.0212792172218044
5, 34, [0.52, 0.51, 0.27, 0.32], 1.0080587153295648
5, 35, [0.51, 0.5, 0.26, 0.3], 1.132036389414295
5, 36, [0.51, 0.5, 0.26, 0.32], 1.6349409465047873
5, 37, [0.51, 0.5, 0.26, 0.31], 1.0480801063736405
