iteration, population, weights, segregation
1, 0, [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], 1.1447769883127588
2, 0, [0.51, 0.5, 0.5, 0.5, 0.5, 0.5], 1.1448905088409036
2, 1, [0.49, 0.5, 0.5, 0.5, 0.5, 0.5], 1.1445054364558676
2, 2, [0.5, 0.51, 0.5, 0.5, 0.5, 0.5], 1.1450340813318147
2, 3, [0.5, 0.49, 0.5, 0.5, 0.5, 0.5], 1.1449690626598095
2, 4, [0.5, 0.5, 0.51, 0.5, 0.5, 0.5], 1.148063263502556
2, 5, [0.5, 0.5, 0.49, 0.5, 0.5, 0.5], 1.1452620250558545
2, 6, [0.5, 0.5, 0.5, 0.51, 0.5, 0.5], 1.146195242602923
2, 7, [0.5, 0.5, 0.5, 0.49, 0.5, 0.5], 1.1453980125944574
2, 8, [0.5, 0.5, 0.5, 0.5, 0.51, 0.5], 0.8023565473027834
2, 9, [0.5, 0.5, 0.5, 0.5, 0.49, 0.5], 0.9020623683220408
2, 10, [0.5, 0.5, 0.5, 0.5, 0.5, 0.51], 0.6781616296134727
2, 11, [0.5, 0.5, 0.5, 0.5, 0.5, 0.49], 0.738733507145299
3, 0, [0.51, 0.5, 0.51, 0.5, 0.5, 0.5], 1.1477554367312657
3, 1, [0.49, 0.5, 0.51, 0.5, 0.5, 0.5], 1.147622787967168
3, 2, [0.5, 0.51, 0.51, 0.5, 0.5, 0.5], 1.1477625255799908
3, 3, [0.5, 0.49, 0.51, 0.5, 0.5, 0.5], 1.1479825017700596
3, 4, [0.5, 0.5, 0.52, 0.5, 0.5, 0.5], 1.1558844115007791
3, 5, [0.5, 0.5, 0.51, 0.51, 0.5, 0.5], 1.1430718246462215
3, 6, [0.5, 0.5, 0.51, 0.49, 0.5, 0.5], 1.152195979380311
3, 7, [0.5, 0.5, 0.51, 0.5, 0.51, 0.5], 0.7294585153022434
3, 8, [0.5, 0.5, 0.51, 0.5, 0.49, 0.5], 0.6341509583470027
3, 9, [0.5, 0.5, 0.51, 0.5, 0.5, 0.51], 0.9717441150860233
3, 10, [0.5, 0.5, 0.51, 0.5, 0.5, 0.49], 0.7113925054880436
3, 11, [0.51, 0.5, 0.5, 0.51, 0.5, 0.5], 1.1462615124410842
3, 12, [0.49, 0.5, 0.5, 0.51, 0.5, 0.5], 1.1467461415271607
3, 13, [0.5, 0.51, 0.5, 0.51, 0.5, 0.5], 1.1473782701718542
3, 14, [0.5, 0.49, 0.5, 0.51, 0.5, 0.5], 1.1462945085834488
3, 15, [0.5, 0.5, 0.51, 0.51, 0.5, 0.5], 1.1430718246462215
3, 16, [0.5, 0.5, 0.49, 0.51, 0.5, 0.5], 1.1490749690139546
3, 17, [0.5, 0.5, 0.5, 0.52, 0.5, 0.5], 1.1480053594415107
3, 18, [0.5, 0.5, 0.5, 0.51, 0.51, 0.5], 0.8253893284574958
3, 19, [0.5, 0.5, 0.5, 0.51, 0.49, 0.5], 0.802156376990332
3, 20, [0.5, 0.5, 0.5, 0.51, 0.5, 0.51], 0.8006073718338855
3, 21, [0.5, 0.5, 0.5, 0.51, 0.5, 0.49], 0.7719475483842264
3, 22, [0.51, 0.5, 0.5, 0.49, 0.5, 0.5], 1.14521454668627
3, 23, [0.49, 0.5, 0.5, 0.49, 0.5, 0.5], 1.1453603096690521
3, 24, [0.5, 0.51, 0.5, 0.49, 0.5, 0.5], 1.1452822777788738
3, 25, [0.5, 0.49, 0.5, 0.49, 0.5, 0.5], 1.145500523630092
3, 26, [0.5, 0.5, 0.51, 0.49, 0.5, 0.5], 1.152195979380311
3, 27, [0.5, 0.5, 0.49, 0.49, 0.5, 0.5], 1.1436728547097623
3, 28, [0.5, 0.5, 0.5, 0.48, 0.5, 0.5], 1.150172747465816
3, 29, [0.5, 0.5, 0.5, 0.49, 0.51, 0.5], 0.7772952460865186
3, 30, [0.5, 0.5, 0.5, 0.49, 0.49, 0.5], 0.7730126592470061
3, 31, [0.5, 0.5, 0.5, 0.49, 0.5, 0.51], 0.9402372191865986
3, 32, [0.5, 0.5, 0.5, 0.49, 0.5, 0.49], 0.7532633606513808
4, 0, [0.51, 0.5, 0.52, 0.5, 0.5, 0.5], 1.1574075779592699
4, 1, [0.49, 0.5, 0.52, 0.5, 0.5, 0.5], 1.1516428755656691
4, 2, [0.5, 0.51, 0.52, 0.5, 0.5, 0.5], 1.1523175928272424
4, 3, [0.5, 0.49, 0.52, 0.5, 0.5, 0.5], 1.158267107518042
4, 4, [0.5, 0.5, 0.53, 0.5, 0.5, 0.5], 1.202607992555726
4, 5, [0.5, 0.5, 0.52, 0.51, 0.5, 0.5], 1.1479085373546307
4, 6, [0.5, 0.5, 0.52, 0.49, 0.5, 0.5], 1.2024076702947892
4, 7, [0.5, 0.5, 0.52, 0.5, 0.51, 0.5], 0.9684822571208965
4, 8, [0.5, 0.5, 0.52, 0.5, 0.49, 0.5], 0.9236937797734268
4, 9, [0.5, 0.5, 0.52, 0.5, 0.5, 0.51], 0.9758713808971873
4, 10, [0.5, 0.5, 0.52, 0.5, 0.5, 0.49], 0.687363083328414
4, 11, [0.51, 0.5, 0.51, 0.49, 0.5, 0.5], 1.1536175549775802
4, 12, [0.49, 0.5, 0.51, 0.49, 0.5, 0.5], 1.148132726013427
4, 13, [0.5, 0.51, 0.51, 0.49, 0.5, 0.5], 1.1486684235253168
4, 14, [0.5, 0.49, 0.51, 0.49, 0.5, 0.5], 1.1540047022529538
4, 15, [0.5, 0.5, 0.52, 0.49, 0.5, 0.5], 1.2024076702947892
4, 16, [0.5, 0.5, 0.51, 0.48, 0.5, 0.5], 1.202809576432508
4, 17, [0.5, 0.5, 0.51, 0.49, 0.51, 0.5], 0.7807701598827265
4, 18, [0.5, 0.5, 0.51, 0.49, 0.49, 0.5], 1.0516486249770574
4, 19, [0.5, 0.5, 0.51, 0.49, 0.5, 0.51], 1.0178994998633357
4, 20, [0.5, 0.5, 0.51, 0.49, 0.5, 0.49], 0.8576061290795132
4, 21, [0.51, 0.5, 0.51, 0.49, 0.5, 0.5], 1.1536175549775802
4, 22, [0.49, 0.5, 0.51, 0.49, 0.5, 0.5], 1.148132726013427
4, 23, [0.5, 0.51, 0.51, 0.49, 0.5, 0.5], 1.1486684235253168
4, 24, [0.5, 0.49, 0.51, 0.49, 0.5, 0.5], 1.1540047022529538
4, 25, [0.5, 0.5, 0.52, 0.49, 0.5, 0.5], 1.2024076702947892
4, 26, [0.5, 0.5, 0.51, 0.48, 0.5, 0.5], 1.202809576432508
4, 27, [0.5, 0.5, 0.51, 0.49, 0.51, 0.5], 0.7807701598827265
4, 28, [0.5, 0.5, 0.51, 0.49, 0.49, 0.5], 1.0516486249770574
