iteration,id,vl,vr,px,py
3,15,0.010000,0.300000,0.748045,-1.553232
3,16,0.010000,0.300000,-1.204275,-1.055529
3,17,0.010000,0.300000,1.780602,-1.015486
3,18,0.010000,0.300000,1.721118,0.315299
3,19,0.010000,0.300000,-1.323236,-0.838372
4,0,0.010000,0.300000,-1.182121,-0.861111
4,1,0.010000,0.300000,1.046308,-0.995427
4,2,0.010000,0.300000,0.532180,1.234418
4,3,0.010000,0.300000,-0.917784,-0.096934
4,4,0.010000,0.300000,1.344372,1.634904
4,5,0.610000,0.590000,-0.541510,-0.210644
4,6,0.010000,0.300000,-1.853210,-0.376454
4,7,0.010000,0.300000,0.752866,0.666599
4,8,0.010000,0.300000,-0.037363,-0.357637
4,9,0.010000,0.300000,-1.300423,-0.313959
4,10,0.010000,0.300000,1.134296,1.006241
4,11,0.010000,0.300000,-0.582136,1.145068
4,12,0.010000,0.300000,0.265499,-0.019224
4,13,0.010000,0.300000,-1.656510,1.213218
4,14,0.010000,0.300000,0.054252,-1.741373
4,15,0.010000,0.300000,0.748738,-1.552629
4,16,0.010000,0.300000,-1.204899,-1.054855
4,17,0.010000,0.300000,1.780491,-1.016397
4,18,0.010000,0.300000,1.720200,0.315271
4,19,0.010000,0.300000,-1.323065,-0.837470
5,0,0.010000,0.300000,-1.182467,-0.859867
5,1,0.010000,0.300000,1.047439,-0.996052
5,2,0.010000,0.300000,0.532880,1.235503
5,3,0.010000,0.300000,-0.916503,-0.097101
5,4,0.010000,0.300000,1.344030,1.633658
5,5,0.610000,0.590000,-0.542579,-0.211372
5,6,0.010000,0.300000,-1.852168,-0.375691
5,7,0.010000,0.300000,0.752651,0.667873
5,8,0.010000,0.300000,-0.037279,-0.358926
5,9,0.010000,0.300000,-1.300745,-0.315210
5,10,0.010000,0.300000,1.135352,1.006984
5,11,0.010000,0.300000,-0.583422,1.144949
5,12,0.010000,0.300000,0.266703,-0.018758
5,13,0.010000,0.300000,-1.655799,1.212140
5,14,0.010000,0.300000,0.053069,-1.740855
5,15,0.010000,0.300000,0.749689,-1.551755
5,16,0.010000,0.300000,-1.205803,-1.053932
5,17,0.010000,0.300000,1.780371,-1.017683
5,18,0.010000,0.300000,1.718910,0.315195
5,19,0.010000,0.300000,-1.322862,-0.836194
6,0,0.010000,0.300000,-1.182945,-0.858401
6,1,0.010000,0.300000,1.048820,-0.996738
6,2,0.010000,0.300000,0.533659,1.236834
6,3,0.010000,0.300000,-0.914966,-0.097234
6,4,0.010000,0.300000,1.343687,1.632155
6,5,0.610000,0.590000,-0.543951,-0.212320
6,6,0.010000,0.300000,-1.850964,-0.374727
6,7,0.010000,0.300000,0.752329,0.669381
6,8,0.010000,0.300000,-0.037112,-0.360459
6,9,0.010000,0.300000,-1.301065,-0.316718
6,10,0.010000,0.300000,1.136573,1.007926
6,11,0.010000,0.300000,-0.584950,1.144741
6,12,0.010000,0.300000,0.268116,-0.018138
6,13,0.010000,0.300000,-1.654893,1.210892
6,14,0.010000,0.300000,0.051631,-1.740299
6,15,0.010000,0.300000,0.750777,-1.550663
6,16,0.010000,0.300000,-1.206929,-1.052879
6,17,0.010000,0.300000,1.780295,-1.019224
6,18,0.010000,0.300000,1.717376,0.315038
6,19,0.610000,0.590000,-1.322634,-0.834545
7,0,0.010000,0.300000,-1.183468,-0.856942
7,1,0.010000,0.300000,1.050227,-0.997387
7,2,0.010000,0.300000,0.534403,1.238193
7,3,0.010000,0.300000,-0.913419,-0.097323
7,4,0.010000,0.300000,1.343386,1.630634
7,5,0.610000,0.590000,-0.545627,-0.213489
7,6,0.010000,0.300000,-1.849783,-0.373723
7,7,0.010000,0.300000,0.751962,0.670886
7,8,0.010000,0.300000,-0.036899,-0.361994
7,9,0.010000,0.300000,-1.301341,-0.318243
7,10,0.010000,0.300000,1.137772,1.008908
7,11,0.010000,0.300000,-0.586479,1.144486
7,12,0.010000,0.300000,0.269516,-0.017475
7,13,0.010000,0.300000,-1.653948,1.209664
7,14,0.010000,0.300000,0.050170,-1.739782
7,15,0.010000,0.300000,0.751839,-1.549533
7,16,0.010000,0.300000,-1.208091,-1.051853
7,17,0.010000,0.300000,1.780263,-1.020773
7,18,0.010000,0.300000,1.715839,0.314835
7,19,0.610000,0.590000,-1.322372,-0.832522
8,0,0.010000,0.300000,-1.183848,-0.855445
8,1,0.010000,0.300000,1.051652,-0.997998
8,2,0.010000,0.300000,0.535110,1.239573
8,3,0.010000,0.300000,-0.911870,-0.097370
8,4,0.010000,0.300000,1.343127,1.629106
8,5,0.610000,0.590000,-0.547607,-0.214878
8,6,0.010000,0.300000,-1.848630,-0.372687
8,7,0.010000,0.300000,0.751553,0.672381
8,8,0.010000,0.300000,-0.036645,-0.363523
8,9,0.010000,0.300000,-1.301576,-0.319775
8,10,0.010000,0.300000,1.138944,1.009923
8,11,0.010000,0.300000,-0.588001,1.144190
8,12,0.010000,0.300000,0.270899,-0.016774
8,13,0.010000,0.300000,-1.652969,1.208462
8,14,0.010000,0.300000,0.048695,-1.739305
8,15,0.010000,0.300000,0.752869,-1.548375
8,16,0.010000,0.300000,-1.209280,-1.050859
8,17,0.010000,0.300000,1.780274,-1.022323
8,18,0.010000,0.300000,1.714309,0.314590
8,19,0.610000,0.590000,-1.322327,-0.830200
9,0,0.010000,0.300000,-1.184252,-0.853959
9,1,0.010000,0.300000,1.053093,-0.998569
9,2,0.010000,0.300000,0.535778,1.240972
9,3,0.010000,0.300000,-0.910320,-0.097374
9,4,0.010000,0.300000,1.342910,1.627572
9,5,0.610000,0.590000,-0.549892,-0.216484
9,6,0.010000,0.300000,-1.847506,-0.371620
9,7,0.010000,0.300000,0.751103,0.673865
9,8,0.010000,0.300000,-0.036348,-0.365045
9,9,0.610000,0.590000,-1.301825,-0.321476
9,10,0.010000,0.300000,1.140088,1.010969
9,11,0.010000,0.300000,-0.589513,1.143853
9,12,0.010000,0.300000,0.272261,-0.016034
9,13,0.010000,0.300000,-1.651957,1.207288
9,14,0.010000,0.300000,0.047207,-1.738869
9,15,0.010000,0.300000,0.753867,-1.547189
9,16,0.010000,0.300000,-1.210497,-1.049899
9,17,0.010000,0.300000,1.780328,-1.023872
9,18,0.010000,0.300000,1.712786,0.314304
9,19,0.610000,0.590000,-1.322524,-0.827603
10,0,0.010000,0.300000,-1.184827,-0.852527
10,1,0.010000,0.300000,1.054549,-0.999100
10,2,0.010000,0.300000,0.536407,1.242388
10,3,0.010000,0.300000,-0.908770,-0.097335
10,4,0.010000,0.300000,1.342735,1.626032
10,5,0.610000,0.590000,-0.552482,-0.218308
10,6,0.010000,0.300000,-1.846412,-0.370523
10,7,0.010000,0.300000,0.750612,0.675335
10,8,0.010000,0.300000,-0.036010,-0.366557
10,9,0.610000,0.590000,-1.302113,-0.323549
10,10,0.010000,0.300000,1.141202,1.012047
10,11,0.010000,0.300000,-0.591016,1.143473
10,12,0.010000,0.300000,0.273602,-0.015258
10,13,0.010000,0.300000,-1.650913,1.206142
10,14,0.010000,0.300000,0.045709,-1.738474
10,15,0.010000,0.300000,0.754832,-1.545976
10,16,0.010000,0.300000,-1.211739,-1.048973
10,17,0.010000,0.300000,1.780424,-1.025419
10,18,0.010000,0.300000,1.711271,0.313975
10,19,0.610000,0.590000,-1.322810,-0.824695
11,0,0.010000,0.300000,-1.185504,-0.851134
11,1,0.010000,0.300000,1.056019,-0.999591
11,2,0.010000,0.300000,0.536997,1.243821
11,3,0.010000,0.300000,-0.907223,-0.097254
11,4,0.010000,0.300000,1.342603,1.624487
11,5,0.610000,0.590000,-0.555379,-0.220348
11,6,0.010000,0.300000,-1.845348,-0.369396
11,7,0.010000,0.300000,0.750082,0.676791
11,8,0.010000,0.300000,-0.035630,-0.368060
11,9,0.610000,0.590000,-1.302438,-0.325996
11,10,0.010000,0.300000,1.142286,1.013154
11,11,0.010000,0.300000,-0.592508,1.143053
11,12,0.010000,0.300000,0.274922,-0.014445
11,13,0.010000,0.300000,-1.649838,1.205025
11,14,0.010000,0.300000,0.044199,-1.738121
11,15,0.010000,0.300000,0.755763,-1.544737
11,16,0.010000,0.300000,-1.213007,-1.048081
11,17,0.010000,0.300000,1.780563,-1.026963
11,18,0.010000,0.300000,1.709766,0.313605
11,19,0.610000,0.590000,-1.323106,-0.821463
12,0,0.010000,0.300000,-1.186220,-0.849759
12,1,0.010000,0.300000,1.057502,-1.000041
12,2,0.010000,0.300000,0.537548,1.245270
12,3,0.010000,0.300000,-0.905678,-0.097130
12,4,0.010000,0.300000,1.342513,1.622940
12,5,0.610000,0.590000,-0.558584,-0.222603
12,6,0.010000,0.300000,-1.844315,-0.368239
12,7,0.010000,0.300000,0.749511,0.678232
12,8,0.010000,0.300000,-0.035209,-0.369551
12,9,0.610000,0.590000,-1.302800,-0.328816
12,10,0.010000,0.300000,1.143339,1.014291
12,11,0.010000,0.300000,-0.593988,1.142591
12,12,0.010000,0.300000,0.276219,-0.013596
12,13,0.010000,0.300000,-1.648733,1.203939
12,14,0.010000,0.300000,0.042681,-1.737809
12,15,0.010000,0.300000,0.756660,-1.543473
12,16,0.010000,0.300000,-1.214299,-1.047224
12,17,0.010000,0.300000,1.780744,-1.028502
12,18,0.010000,0.300000,1.708272,0.313193
12,19,0.610000,0.590000,-1.323332,-0.817892
13,0,0.010000,0.300000,-1.186974,-0.848405
13,1,0.010000,0.300000,1.058997,-1.000450
13,2,0.010000,0.300000,0.538058,1.246734
13,3,0.010000,0.300000,-0.904137,-0.096963
13,4,0.010000,0.300000,1.342466,1.621391
13,5,0.610000,0.590000,-0.562097,-0.225070
13,6,0.010000,0.300000,-1.843315,-0.367055
13,7,0.010000,0.300000,0.748901,0.679657
13,8,0.010000,0.300000,-0.034747,-0.371031
13,9,0.610000,0.590000,-1.303200,-0.332009
13,10,0.010000,0.300000,1.144361,1.015457
13,11,0.010000,0.300000,-0.595454,1.142089
13,12,0.010000,0.300000,0.277491,-0.012712
13,13,0.010000,0.300000,-1.647599,1.202883
13,14,0.010000,0.300000,0.041155,-1.737539
13,15,0.010000,0.300000,0.757521,-1.542185
13,16,0.010000,0.300000,-1.215613,-1.046403
13,17,0.010000,0.300000,1.780967,-1.030036
13,18,0.610000,0.590000,1.706618,0.312726
13,19,0.610000,0.590000,-1.323468,-0.813981
14,0,0.010000,0.300000,-1.187765,-0.847073
14,1,0.010000,0.300000,1.060503,-1.000818
14,2,0.010000,0.300000,0.538528,1.248211
14,3,0.010000,0.300000,-0.902601,-0.096755
14,4,0.010000,0.300000,1.342461,1.619841
14,5,0.610000,0.590000,-0.565920,-0.227748
14,6,0.010000,0.300000,-1.842348,-0.365844
14,7,0.010000,0.300000,0.748252,0.681065
14,8,0.010000,0.300000,-0.034244,-0.372497
14,9,0.610000,0.590000,-1.303642,-0.335574
14,10,0.010000,0.300000,1.145350,1.016650
14,11,0.010000,0.300000,-0.596906,1.141547
14,12,0.010000,0.300000,0.278739,-0.011792
14,13,0.010000,0.300000,-1.646435,1.201858
14,14,0.010000,0.300000,0.039622,-1.737312
14,15,0.010000,0.300000,0.758347,-1.540873
14,16,0.010000,0.300000,-1.216950,-1.045619
14,17,0.010000,0.300000,1.781233,-1.031563
14,18,0.610000,0.590000,1.704608,0.312142
14,19,0.610000,0.590000,-1.323497,-0.809728
15,0,0.010000,0.300000,-1.188593,-0.845763
15,1,0.010000,0.300000,1.062018,-1.001144
15,2,0.010000,0.300000,0.538957,1.249700
15,3,0.010000,0.300000,-0.901071,-0.096504
15,4,0.010000,0.300000,1.342500,1.618291
15,5,0.610000,0.590000,-0.570056,-0.230634
15,6,0.010000,0.300000,-1.841414,-0.364607
15,7,0.010000,0.300000,0.747565,0.682454
15,8,0.010000,0.300000,-0.033702,-0.373949
15,9,0.610000,0.590000,-1.304125,-0.339512
15,10,0.010000,0.300000,1.146306,1.017870
15,11,0.010000,0.300000,-0.598343,1.140965
15,12,0.010000,0.300000,0.279962,-0.010839
15,13,0.010000,0.300000,-1.645244,1.200867
15,14,0.010000,0.300000,0.038083,-1.737126
15,15,0.010000,0.300000,0.759137,-1.539539
15,16,0.010000,0.300000,-1.218308,-1.044871
15,17,0.010000,0.300000,1.781540,-1.033082
15,18,0.610000,0.590000,1.702242,0.311439
15,19,0.610000,0.590000,-1.323395,-0.805132
16,0,0.010000,0.300000,-1.189458,-0.844476
16,1,0.010000,0.300000,1.063542,-1.001429
16,2,0.010000,0.300000,0.539345,1.251201
16,3,0.010000,0.300000,-0.899549,-0.096211
16,4,0.010000,0.300000,1.342580,1.616744
16,5,0.610000,0.590000,-0.574506,-0.233725
16,6,0.010000,0.300000,-1.840515,-0.363345
16,7,0.010000,0.300000,0.746839,0.683823
16,8,0.010000,0.300000,-0.033120,-0.375386
16,9,0.610000,0.590000,-1.304653,-0.343823
16,10,0.010000,0.300000,1.147228,1.019116
16,11,0.010000,0.300000,-0.599763,1.140344
16,12,0.010000,0.300000,0.281157,-0.009853
16,13,0.010000,0.300000,-1.644026,1.199908
16,14,0.010000,0.300000,0.036540,-1.736983
16,15,0.010000,0.300000,0.759889,-1.538184
16,16,0.010000,0.300000,-1.219686,-1.044162
16,17,0.010000,0.300000,1.781889,-1.034592
16,18,0.610000,0.590000,1.699520,0.310617
16,19,0.610000,0.590000,-1.323145,-0.800193
17,0,0.010000,0.300000,-1.190358,-0.843214
17,1,0.010000,0.300000,1.065073,-1.001671
17,2,0.010000,0.300000,0.539691,1.252711
17,3,0.010000,0.300000,-0.898036,-0.095876
17,4,0.010000,0.300000,1.342704,1.615198
17,5,0.610000,0.590000,-0.579274,-0.237012
17,6,0.010000,0.300000,-1.839651,-0.362058
17,7,0.010000,0.300000,0.746076,0.685173
17,8,0.010000,0.300000,-0.032498,-0.376805
17,9,0.610000,0.590000,-1.305227,-0.348506
17,10,0.010000,0.300000,1.148115,1.020387
17,11,0.010000,0.300000,-0.601165,1.139684
17,12,0.010000,0.300000,0.282325,-0.008834
17,13,0.010000,0.300000,-1.642783,1.198983
17,14,0.010000,0.300000,0.034993,-1.736882
17,15,0.010000,0.300000,0.760604,-1.536809
17,16,0.010000,0.300000,-1.221083,-1.043490
17,17,0.010000,0.300000,1.782280,-1.036092
17,18,0.610000,0.590000,1.696442,0.309679
17,19,0.610000,0.590000,-1.322743,-0.794910
18,0,0.010000,0.300000,-1.191291,-0.841977
18,1,0.610000,0.590000,1.066772,-1.001929
18,2,0.010000,0.300000,0.539996,1.254231
18,3,0.010000,0.300000,-0.896532,-0.095500
18,4,0.010000,0.300000,1.342869,1.613657
18,5,0.610000,0.590000,-0.584228,-0.240398
18,6,0.010000,0.300000,-1.838823,-0.360748
18,7,0.010000,0.300000,0.745277,0.686500
18,8,0.010000,0.300000,-0.031838,-0.378208
18,9,0.610000,0.590000,-1.305852,-0.353560
18,10,0.010000,0.300000,1.148967,1.021682
18,11,0.010000,0.300000,-0.602549,1.138986
18,12,0.010000,0.300000,0.283465,-0.007784
18,13,0.010000,0.300000,-1.641514,1.198093
18,14,0.010000,0.300000,0.033444,-1.736824
18,15,0.010000,0.300000,0.761281,-1.535415
18,16,0.010000,0.300000,-1.222498,-1.042857
18,17,0.010000,0.300000,1.782712,-1.037581
18,18,0.610000,0.590000,1.693007,0.308625
18,19,0.610000,0.590000,-1.322184,-0.789287
19,0,0.010000,0.300000,-1.192259,-0.840766
19,1,0.610000,0.590000,1.068844,-1.002227
19,2,0.010000,0.300000,0.540259,1.255759
19,3,0.010000,0.300000,-0.895040,-0.095083
19,4,0.010000,0.300000,1.343078,1.612122
19,5,0.610000,0.590000,-0.589188,-0.243775
19,6,0.010000,0.300000,-1.838031,-0.359415
19,7,0.010000,0.300000,0.744441,0.687806
19,8,0.010000,0.300000,-0.031139,-0.379591
19,9,0.010000,0.300000,-1.306485,-0.358651
19,10,0.010000,0.300000,1.149783,1.022999
19,11,0.010000,0.300000,-0.603913,1.138250
19,12,0.010000,0.300000,0.284575,-0.006702
19,13,0.010000,0.300000,-1.640221,1.197238
19,14,0.010000,0.300000,0.031894,-1.736809
19,15,0.010000,0.300000,0.761919,-1.534002
19,16,0.010000,0.300000,-1.223930,-1.042264
19,17,0.010000,0.300000,1.783184,-1.039057
19,18,0.610000,0.590000,1.689215,0.307458
19,19,0.610000,0.590000,-1.321476,-0.783372
20,0,0.010000,0.300000,-1.193260,-0.839582
20,1,0.610000,0.590000,1.071289,-1.002564
20,2,0.010000,0.300000,0.540480,1.257293
20,3,0.010000,0.300000,-0.893559,-0.094624
20,4,0.010000,0.300000,1.343328,1.610592
20,5,0.610000,0.590000,-0.594154,-0.247142
20,6,0.010000,0.300000,-1.837276,-0.358062
20,7,0.010000,0.300000,0.743569,0.689087
20,8,0.010000,0.300000,-0.030402,-0.380955
20,9,0.610000,0.590000,-1.307104,-0.363706
20,10,0.010000,0.300000,1.150563,1.024339
20,11,0.010000,0.300000,-0.605256,1.137477
20,12,0.010000,0.300000,0.285655,-0.005590
20,13,0.010000,0.300000,-1.638906,1.196418
20,14,0.010000,0.300000,0.030345,-1.736836
20,15,0.010000,0.300000,0.762518,-1.532573
20,16,0.010000,0.300000,-1.225377,-1.041710
20,17,0.010000,0.300000,1.783697,-1.040520
20,18,0.610000,0.590000,1.685065,0.306179
20,19,0.010000,0.300000,-1.320767,-0.777584
21,0,0.010000,0.300000,-1.194292,-0.838427
21,1,0.610000,0.590000,1.074107,-1.002940
21,2,0.010000,0.300000,0.540659,1.258832
21,3,0.010000,0.300000,-0.892092,-0.094125
21,4,0.610000,0.590000,1.343617,1.608898
21,5,0.610000,0.590000,-0.599126,-0.250499
21,6,0.010000,0.300000,-1.836558,-0.356688
21,7,0.010000,0.300000,0.742663,0.690345
21,8,0.010000,0.300000,-0.029628,-0.382298
21,9,0.610000,0.590000,-1.307731,-0.369135
21,10,0.010000,0.300000,1.151305,1.025700
21,11,0.010000,0.300000,-0.606578,1.136667
21,12,0.010000,0.300000,0.286704,-0.004449
21,13,0.010000,0.300000,-1.637568,1.195636
21,14,0.010000,0.300000,0.028796,-1.736906
21,15,0.010000,0.300000,0.763078,-1.531127
21,16,0.010000,0.300000,-1.226839,-1.041196
21,17,0.010000,0.300000,1.784250,-1.041967
21,18,0.610000,0.590000,1.680556,0.304791
21,19,0.610000,0.590000,-1.320096,-0.771833
22,0,0.010000,0.300000,-1.195356,-0.837300
22,1,0.610000,0.590000,1.077298,-1.003357
22,2,0.010000,0.300000,0.540795,1.260376
22,3,0.010000,0.300000,-0.890638,-0.093586
22,4,0.610000,0.590000,1.343984,1.606837
22,5,0.610000,0.590000,-0.604105,-0.253847
22,6,0.010000,0.300000,-1.835879,-0.355295
22,7,0.010000,0.300000,0.741722,0.691577
22,8,0.010000,0.300000,-0.028818,-0.383619
22,9,0.610000,0.590000,-1.308352,-0.374938
22,10,0.010000,0.300000,1.152010,1.027080
22,11,0.010000,0.300000,-0.607876,1.135821
22,12,0.010000,0.300000,0.287721,-0.003280
22,13,0.010000,0.300000,-1.636209,1.194890
22,14,0.010000,0.300000,0.027250,-1.737019
22,15,0.010000,0.300000,0.763597,-1.529667
22,16,0.010000,0.300000,-1.228315,-1.040722
22,17,0.010000,0.300000,1.784842,-1.043400
22,18,0.610000,0.590000,1.675687,0.303297
22,19,0.610000,0.590000,-1.319498,-0.765864
23,0,0.010000,0.300000,-1.196451,-0.836202
23,1,0.610000,0.590000,1.080861,-1.003816
23,2,0.010000,0.300000,0.540888,1.261923
23,3,0.010000,0.300000,-0.889201,-0.093008
23,4,0.610000,0.590000,1.344432,1.604410
23,5,0.610000,0.590000,-0.609091,-0.257186
23,6,0.010000,0.300000,-1.835238,-0.353884
23,7,0.010000,0.300000,0.740748,0.692782
23,8,0.010000,0.300000,-0.027972,-0.384917
23,9,0.610000,0.590000,-1.308984,-0.380905
23,10,0.010000,0.300000,1.152677,1.028479
23,11,0.010000,0.300000,-0.609151,1.134939
23,12,0.010000,0.300000,0.288706,-0.002083
23,13,0.010000,0.300000,-1.634830,1.194182
23,14,0.010000,0.300000,0.025708,-1.737174
23,15,0.010000,0.300000,0.764076,-1.528193
23,16,0.010000,0.300000,-1.229804,-1.040289
23,17,0.010000,0.300000,1.785474,-1.044815
23,18,0.010000,0.300000,1.670782,0.301795
23,19,0.610000,0.590000,-1.318899,-0.759894
24,0,0.010000,0.300000,-1.197576,-0.835136
24,1,0.610000,0.590000,1.084797,-1.004319
24,2,0.010000,0.300000,0.540939,1.263472
24,3,0.010000,0.300000,-0.887779,-0.092389
24,4,0.610000,0.590000,1.344959,1.601616
24,5,0.610000,0.590000,-0.614082,-0.260515
24,6,0.010000,0.300000,-1.834636,-0.352455
24,7,0.010000,0.300000,0.739741,0.693960
24,8,0.010000,0.300000,-0.027090,-0.386192
24,9,0.610000,0.590000,-1.309627,-0.386870
24,10,0.010000,0.300000,1.153304,1.029896
24,11,0.010000,0.300000,-0.610401,1.134023
24,12,0.010000,0.300000,0.289658,-0.000859
24,13,0.010000,0.300000,-1.633432,1.193512
24,14,0.010000,0.300000,0.024171,-1.737371
24,15,0.010000,0.300000,0.764515,-1.526707
24,16,0.010000,0.300000,-1.231303,-1.039898
24,17,0.010000,0.300000,1.786145,-1.046212
24,18,0.610000,0.590000,1.665915,0.300296
24,19,0.610000,0.590000,-1.318289,-0.753925
25,0,0.010000,0.300000,-1.198729,-0.834100
25,1,0.610000,0.590000,1.089105,-1.004869
25,2,0.010000,0.300000,0.540948,1.265022
25,3,0.010000,0.300000,-0.886375,-0.091732
25,4,0.610000,0.590000,1.345565,1.598456
25,5,0.610000,0.590000,-0.619080,-0.263835
25,6,0.010000,0.300000,-1.834074,-0.351011
25,7,0.010000,0.300000,0.738702,0.695111
25,8,0.010000,0.300000,-0.026173,-0.387442
25,9,0.610000,0.590000,-1.310281,-0.392835
25,10,0.010000,0.300000,1.153893,1.031330
25,11,0.010000,0.300000,-0.611626,1.133073
25,12,0.010000,0.300000,0.290575,0.000390
25,13,0.010000,0.300000,-1.632017,1.192881
25,14,0.010000,0.300000,0.022640,-1.737611
25,15,0.010000,0.300000,0.764912,-1.525208
25,16,0.010000,0.300000,-1.232813,-1.039547
25,17,0.010000,0.300000,1.786853,-1.047591
25,18,0.610000,0.590000,1.660704,0.298650
25,19,0.610000,0.590000,-1.317668,-0.747957
26,0,0.010000,0.300000,-1.199911,-0.833097
26,1,0.010000,0.300000,1.093450,-1.005423
26,2,0.010000,0.300000,0.540913,1.266572
26,3,0.010000,0.300000,-0.884990,-0.091037
26,4,0.610000,0.590000,1.346247,1.594928
26,5,0.610000,0.590000,-0.624085,-0.267145
26,6,0.010000,0.300000,-1.833552,-0.349552
26,7,0.010000,0.300000,0.737632,0.696232
26,8,0.010000,0.300000,-0.025222,-0.388666
26,9,0.010000,0.300000,-1.310919,-0.398631
26,10,0.010000,0.300000,1.154442,1.032780
26,11,0.010000,0.300000,-0.612824,1.132089
26,12,0.010000,0.300000,0.291458,0.001664
26,13,0.010000,0.300000,-1.630584,1.192290
26,14,0.010000,0.300000,0.021115,-1.737892
26,15,0.010000,0.300000,0.765268,-1.523700
26,16,0.010000,0.300000,-1.234332,-1.039239
26,17,0.010000,0.300000,1.787599,-1.048949
26,18,0.610000,0.590000,1.655152,0.296846
26,19,0.610000,0.590000,-1.317036,-0.741990
27,0,0.010000,0.300000,-1.201119,-0.832127
27,1,0.010000,0.300000,1.097423,-1.005929
27,2,0.010000,0.300000,0.540836,1.268120
27,3,0.010000,0.300000,-0.883625,-0.090304
27,4,0.610000,0.590000,1.347005,1.591034
27,5,0.610000,0.590000,-0.629095,-0.270446
27,6,0.010000,0.300000,-1.833070,-0.348079
27,7,0.010000,0.300000,0.736531,0.697323
27,8,0.010000,0.300000,-0.024238,-0.389863
27,9,0.610000,0.590000,-1.311518,-0.404390
27,10,0.010000,0.300000,1.154950,1.034244
27,11,0.010000,0.300000,-0.613994,1.131073
27,12,0.010000,0.300000,0.292305,0.002962
27,13,0.010000,0.300000,-1.629136,1.191737
27,14,0.010000,0.300000,0.019600,-1.738216
27,15,0.010000,0.300000,0.765583,-1.522182
27,16,0.010000,0.300000,-1.235859,-1.038972
27,17,0.010000,0.300000,1.788383,-1.050287
27,18,0.610000,0.590000,1.649448,0.294986
27,19,0.010000,0.300000,-1.316420,-0.736192
28,0,0.010000,0.300000,-1.202354,-0.831190
28,1,0.610000,0.590000,1.101360,-1.006410
28,2,0.010000,0.300000,0.540717,1.269665
28,3,0.010000,0.300000,-0.882280,-0.089533
28,4,0.610000,0.590000,1.347836,1.586771
28,5,0.610000,0.590000,-0.634112,-0.273737
28,6,0.010000,0.300000,-1.832628,-0.346593
28,7,0.010000,0.300000,0.735401,0.698383
28,8,0.010000,0.300000,-0.023222,-0.391034
28,9,0.610000,0.590000,-1.312042,-0.410366
28,10,0.010000,0.300000,1.155419,1.035721
28,11,0.010000,0.300000,-0.615136,1.130025
28,12,0.010000,0.300000,0.293116,0.004282
28,13,0.010000,0.300000,-1.627673,1.191225
28,14,0.010000,0.300000,0.018093,-1.738580
