iteration,population,w0,w1,w2,w3,segregation
13, 24,  0.68, 0.69, 0.01, 0.38 , 0.927771795302895
13, 25,  0.68, 0.69, 0.01, 0.4 , 1.037680441361468
13, 26,  0.68, 0.69, 0.01, 0.39 , 0.906085961388105
13, 27,  0.7, 0.68, 0.0, 0.38 , 1.1823902422049124
13, 28,  0.7, 0.68, 0.0, 0.4 , 0.9220901698474256
13, 29,  0.7, 0.68, 0.0, 0.39 , 1.6335481464931838
13, 30,  0.7, 0.68, 0.02, 0.38 , 1.3280645306942065
13, 31,  0.7, 0.68, 0.02, 0.4 , 1.5803231092961418
13, 32,  0.7, 0.68, 0.02, 0.39 , 1.0514851752187053
13, 33,  0.7, 0.68, 0.01, 0.38 , 1.2979458027540847
13, 34,  0.7, 0.68, 0.01, 0.4 , 1.3650110315025117
13, 35,  0.7, 0.68, 0.01, 0.39 , 1.2631742516071698
13, 36,  0.7, 0.7, 0.0, 0.38 , 0.8498716072249327
13, 37,  0.7, 0.7, 0.02, 0.38 , 1.5172163793371134
13, 38,  0.7, 0.7, 0.02, 0.39 , 0.9322407443500279
13, 39,  0.7, 0.7, 0.01, 0.38 , 0.8503532933140466
13, 40,  0.7, 0.69, 0.0, 0.38 , 1.4501763425778718
13, 41,  0.7, 0.69, 0.02, 0.38 , 1.0647578664364787
13, 42,  0.7, 0.69, 0.02, 0.4 , 0.6753100925372569
13, 43,  0.7, 0.69, 0.02, 0.39 , 1.0143871139849425
13, 44,  0.7, 0.69, 0.01, 0.38 , 1.196905034553164
13, 45,  0.69, 0.68, 0.0, 0.38 , 0.9579369517582035
13, 46,  0.69, 0.68, 0.0, 0.4 , 1.2654143324226008
13, 47,  0.69, 0.68, 0.0, 0.39 , 1.1867401084223417
13, 48,  0.69, 0.68, 0.02, 0.38 , 0.9203542245587301
13, 49,  0.69, 0.68, 0.02, 0.4 , 0.7737278363296184
13, 50,  0.69, 0.68, 0.02, 0.39 , 1.088409853335403
13, 51,  0.69, 0.68, 0.01, 0.38 , 0.8357407477850778
13, 52,  0.69, 0.68, 0.01, 0.4 , 1.0042585876651529
13, 53,  0.69, 0.68, 0.01, 0.39 , 0.9595639968605959
13, 54,  0.69, 0.7, 0.0, 0.38 , 1.3679287243858378
13, 55,  0.69, 0.7, 0.02, 0.38 , 1.0061090764959795
13, 56,  0.69, 0.7, 0.02, 0.4 , 1.0252259196405482
13, 57,  0.69, 0.7, 0.02, 0.39 , 1.2567672458418486
13, 58,  0.69, 0.7, 0.01, 0.38 , 1.0180158054650823
13, 59,  0.69, 0.69, 0.0, 0.38 , 1.4037247522349612
13, 60,  0.69, 0.69, 0.02, 0.38 , 0.8978418945075328
13, 61,  0.69, 0.69, 0.02, 0.4 , 0.8440333330486569
13, 62,  0.69, 0.69, 0.02, 0.39 , 1.1614255178729285
13, 63,  0.69, 0.69, 0.01, 0.38 , 1.0436500494304286
13, 64,  0.68, 0.68, 0.0, 0.4 , 0.927722086505856
13, 65,  0.68, 0.68, 0.0, 0.42 , 1.1296207509512108
13, 66,  0.68, 0.68, 0.0, 0.41 , 1.2217901649614913
13, 67,  0.68, 0.68, 0.02, 0.4 , 1.2422212765155485
13, 68,  0.68, 0.68, 0.02, 0.42 , 0.5980695137599837
13, 69,  0.68, 0.68, 0.02, 0.41 , 1.3512781227152832
13, 70,  0.68, 0.68, 0.01, 0.4 , 0.6990042747232597
13, 71,  0.68, 0.68, 0.01, 0.42 , 0.8479337633752342
13, 72,  0.68, 0.68, 0.01, 0.41 , 1.4376445400900582
13, 73,  0.68, 0.7, 0.0, 0.4 , 1.0852965514973691
13, 74,  0.68, 0.7, 0.0, 0.42 , 1.0048958819824076
13, 75,  0.68, 0.7, 0.0, 0.41 , 0.8997840252417544
13, 76,  0.68, 0.7, 0.02, 0.4 , 0.6847972461018861
13, 77,  0.68, 0.7, 0.02, 0.42 , 0.8093479601878607
13, 78,  0.68, 0.7, 0.02, 0.41 , 0.6258932428948544
13, 79,  0.68, 0.7, 0.01, 0.4 , 0.7948360834724946
13, 80,  0.68, 0.7, 0.01, 0.42 , 1.057952602846573
13, 81,  0.68, 0.7, 0.01, 0.41 , 0.6562945705947402
13, 82,  0.68, 0.69, 0.0, 0.4 , 0.8927594481826064
13, 83,  0.68, 0.69, 0.0, 0.42 , 1.3613800378065306
13, 84,  0.68, 0.69, 0.0, 0.41 , 1.366366165594488
13, 85,  0.68, 0.69, 0.02, 0.4 , 0.9487323627069373
13, 86,  0.68, 0.69, 0.02, 0.42 , 1.0039763975422846
13, 87,  0.68, 0.69, 0.02, 0.41 , 0.859426735947501
13, 88,  0.68, 0.69, 0.01, 0.4 , 1.037680441361468
13, 89,  0.68, 0.69, 0.01, 0.42 , 1.2145886504289767
13, 90,  0.68, 0.69, 0.01, 0.41 , 1.4822286692260764
13, 91,  0.7, 0.68, 0.0, 0.4 , 0.9220901698474256
13, 92,  0.7, 0.68, 0.0, 0.42 , 1.2819763030348008
13, 93,  0.7, 0.68, 0.0, 0.41 , 1.0675070722124387
13, 94,  0.7, 0.68, 0.02, 0.4 , 1.5803231092961418
13, 95,  0.7, 0.68, 0.02, 0.42 , 1.0321251062689802
13, 96,  0.7, 0.68, 0.02, 0.41 , 0.901035827495499
13, 97,  0.7, 0.68, 0.01, 0.4 , 1.3650110315025117
13, 98,  0.7, 0.68, 0.01, 0.42 , 0.8182456309686895
13, 99,  0.7, 0.68, 0.01, 0.41 , 0.7868792747832406
13, 100,  0.7, 0.69, 0.02, 0.4 , 0.6753100925372569
13, 101,  0.7, 0.69, 0.02, 0.42 , 1.153945982343178
13, 102,  0.7, 0.69, 0.02, 0.41 , 0.7864536359556743
13, 103,  0.69, 0.68, 0.0, 0.4 , 1.2654143324226008
13, 104,  0.69, 0.68, 0.0, 0.42 , 1.723649018185516
13, 105,  0.69, 0.68, 0.0, 0.41 , 1.2863075189894113
13, 106,  0.69, 0.68, 0.02, 0.4 , 0.7737278363296184
13, 107,  0.69, 0.68, 0.02, 0.42 , 0.9353324562453416
13, 108,  0.69, 0.68, 0.02, 0.41 , 1.1237158761016233
13, 109,  0.69, 0.68, 0.01, 0.4 , 1.0042585876651529
13, 110,  0.69, 0.68, 0.01, 0.42 , 0.8859135563947022
13, 111,  0.69, 0.68, 0.01, 0.41 , 1.2235587914858768
13, 112,  0.69, 0.7, 0.02, 0.4 , 1.0252259196405482
13, 113,  0.69, 0.7, 0.02, 0.42 , 1.0356955289173462
13, 114,  0.69, 0.7, 0.02, 0.41 , 0.8393678348843071
13, 115,  0.69, 0.69, 0.02, 0.4 , 0.8440333330486569
13, 116,  0.69, 0.69, 0.02, 0.42 , 1.3806405691781651
13, 117,  0.69, 0.69, 0.02, 0.41 , 0.8478941916456819
13, 118,  0.68, 0.68, 0.0, 0.39 , 0.9197047450231233
13, 119,  0.68, 0.68, 0.0, 0.41 , 1.2217901649614913
13, 120,  0.68, 0.68, 0.0, 0.4 , 0.927722086505856
13, 121,  0.68, 0.68, 0.02, 0.39 , 0.9901836517719957
13, 122,  0.68, 0.68, 0.02, 0.41 , 1.3512781227152832
13, 123,  0.68, 0.68, 0.02, 0.4 , 1.2422212765155485
13, 124,  0.68, 0.68, 0.01, 0.39 , 1.2968358609225703
13, 125,  0.68, 0.68, 0.01, 0.41 , 1.4376445400900582
13, 126,  0.68, 0.68, 0.01, 0.4 , 0.6990042747232597
13, 127,  0.68, 0.7, 0.0, 0.39 , 1.2156034510005143
13, 128,  0.68, 0.7, 0.0, 0.41 , 0.8997840252417544
13, 129,  0.68, 0.7, 0.0, 0.4 , 1.0852965514973691
13, 130,  0.68, 0.7, 0.02, 0.39 , 0.9104135903289395
13, 131,  0.68, 0.7, 0.02, 0.41 , 0.6258932428948544
13, 132,  0.68, 0.7, 0.02, 0.4 , 0.6847972461018861
13, 133,  0.68, 0.7, 0.01, 0.39 , 1.1102730055475283
13, 134,  0.68, 0.7, 0.01, 0.41 , 0.6562945705947402
13, 135,  0.68, 0.7, 0.01, 0.4 , 0.7948360834724946
13, 136,  0.68, 0.69, 0.0, 0.39 , 1.111556972064071
13, 137,  0.68, 0.69, 0.0, 0.41 , 1.366366165594488
13, 138,  0.68, 0.69, 0.0, 0.4 , 0.8927594481826064
13, 139,  0.68, 0.69, 0.02, 0.39 , 1.1154316714144639
13, 140,  0.68, 0.69, 0.02, 0.41 , 0.859426735947501
13, 141,  0.68, 0.69, 0.02, 0.4 , 0.9487323627069373
13, 142,  0.68, 0.69, 0.01, 0.39 , 0.906085961388105
13, 143,  0.68, 0.69, 0.01, 0.41 , 0.9930478332321516
13, 144,  0.68, 0.69, 0.01, 0.4 , 1.037680441361468
13, 145,  0.7, 0.68, 0.0, 0.39 , 1.6335481464931838
13, 146,  0.7, 0.68, 0.0, 0.41 , 1.0675070722124387
13, 147,  0.7, 0.68, 0.0, 0.4 , 0.9220901698474256
13, 148,  0.7, 0.68, 0.02, 0.39 , 1.0514851752187053
13, 149,  0.7, 0.68, 0.02, 0.41 , 0.901035827495499
13, 150,  0.7, 0.68, 0.02, 0.4 , 1.5803231092961418
13, 151,  0.7, 0.68, 0.01, 0.39 , 1.2631742516071698
13, 152,  0.7, 0.68, 0.01, 0.41 , 0.7868792747832406
13, 153,  0.7, 0.68, 0.01, 0.4 , 1.3650110315025117
13, 154,  0.7, 0.7, 0.02, 0.39 , 0.9322407443500279
13, 155,  0.7, 0.69, 0.02, 0.39 , 1.0143871139849425
13, 156,  0.7, 0.69, 0.02, 0.41 , 0.7864536359556743
13, 157,  0.7, 0.69, 0.02, 0.4 , 0.6753100925372569
13, 158,  0.69, 0.68, 0.0, 0.39 , 1.1867401084223417
13, 159,  0.69, 0.68, 0.0, 0.41 , 1.2863075189894113
13, 160,  0.69, 0.68, 0.0, 0.4 , 1.2654143324226008
13, 161,  0.69, 0.68, 0.02, 0.39 , 1.088409853335403
13, 162,  0.69, 0.68, 0.02, 0.41 , 1.1237158761016233
13, 163,  0.69, 0.68, 0.02, 0.4 , 0.7737278363296184
13, 164,  0.69, 0.68, 0.01, 0.39 , 0.9595639968605959
13, 165,  0.69, 0.68, 0.01, 0.41 , 1.2235587914858768
13, 166,  0.69, 0.68, 0.01, 0.4 , 1.0042585876651529
13, 167,  0.69, 0.7, 0.02, 0.39 , 1.2567672458418486
13, 168,  0.69, 0.7, 0.02, 0.41 , 0.8393678348843071
13, 169,  0.69, 0.7, 0.02, 0.4 , 1.0252259196405482
13, 170,  0.69, 0.69, 0.02, 0.39 , 1.1614255178729285
13, 171,  0.69, 0.69, 0.02, 0.41 , 0.8478941916456819
13, 172,  0.69, 0.69, 0.02, 0.4 , 0.8440333330486569
14, 0,  0.67, 0.67, 0.01, 0.37 , 1.6135745816504
14, 1,  0.67, 0.67, 0.01, 0.39 , 1.5832462092968835
14, 2,  0.67, 0.67, 0.01, 0.38 , 1.0944174140677005
14, 3,  0.67, 0.67, 0.0, 0.37 , 0.8603547170850403
14, 4,  0.67, 0.67, 0.0, 0.39 , 0.6791226114365072
14, 5,  0.67, 0.67, 0.0, 0.38 , 1.2409012882594666
14, 6,  0.67, 0.69, 0.01, 0.37 , 0.9021945925073155
14, 7,  0.67, 0.69, 0.01, 0.39 , 1.2652232434246686
14, 8,  0.67, 0.69, 0.01, 0.38 , 1.0737617117372027
14, 9,  0.67, 0.69, 0.0, 0.37 , 1.108408818631533
14, 10,  0.67, 0.69, 0.0, 0.39 , 0.9030814805095838
14, 11,  0.67, 0.69, 0.0, 0.38 , 1.2601252377511973
14, 12,  0.67, 0.68, 0.01, 0.37 , 1.1417473760541983
14, 13,  0.67, 0.68, 0.01, 0.39 , 0.9259436159949052
14, 14,  0.67, 0.68, 0.01, 0.38 , 1.1034664083960468
14, 15,  0.67, 0.68, 0.0, 0.37 , 1.4625818955341163
14, 16,  0.67, 0.68, 0.0, 0.39 , 1.2626668518952637
14, 17,  0.67, 0.68, 0.0, 0.38 , 1.0815027304232092
14, 18,  0.69, 0.67, 0.01, 0.37 , 1.540613150412585
14, 19,  0.69, 0.67, 0.01, 0.39 , 1.1941996642342703
14, 20,  0.69, 0.67, 0.01, 0.38 , 1.2796273854189224
14, 21,  0.69, 0.67, 0.0, 0.37 , 0.9119109928112663
14, 22,  0.69, 0.67, 0.0, 0.39 , 0.859058592932535
14, 23,  0.69, 0.67, 0.0, 0.38 , 1.0207257138284902
14, 24,  0.69, 0.69, 0.01, 0.37 , 0.8782691404524896
14, 25,  0.69, 0.69, 0.0, 0.37 , 1.2061844572917955
14, 26,  0.69, 0.68, 0.01, 0.37 , 0.8870050682746974
14, 27,  0.69, 0.68, 0.0, 0.37 , 0.9002981750945999
14, 28,  0.68, 0.67, 0.01, 0.37 , 0.877293527693094
14, 29,  0.68, 0.67, 0.01, 0.39 , 1.2994116898218795
14, 30,  0.68, 0.67, 0.01, 0.38 , 1.489861126735714
14, 31,  0.68, 0.67, 0.0, 0.37 , 0.9062932055439475
14, 32,  0.68, 0.67, 0.0, 0.39 , 0.9792376475858466
14, 33,  0.68, 0.67, 0.0, 0.38 , 1.0278061910329461
14, 34,  0.68, 0.69, 0.01, 0.37 , 1.4838781398748995
14, 35,  0.68, 0.69, 0.0, 0.37 , 0.9415560125256954
14, 36,  0.68, 0.68, 0.01, 0.37 , 1.1572983499086273
14, 37,  0.68, 0.68, 0.0, 0.37 , 1.0723778739282896
14, 38,  0.67, 0.67, 0.01, 0.39 , 1.5832462092968835
14, 39,  0.67, 0.67, 0.01, 0.41 , 0.8618060908343748
14, 40,  0.67, 0.67, 0.01, 0.4 , 1.141341915228675
14, 41,  0.67, 0.67, 0.0, 0.39 , 0.6791226114365072
14, 42,  0.67, 0.67, 0.0, 0.41 , 1.2532612101670724
14, 43,  0.67, 0.67, 0.0, 0.4 , 0.9098565286794068
14, 44,  0.67, 0.69, 0.01, 0.39 , 1.2652232434246686
14, 45,  0.67, 0.69, 0.01, 0.41 , 1.207922542010967
14, 46,  0.67, 0.69, 0.01, 0.4 , 0.9699178002933143
14, 47,  0.67, 0.69, 0.0, 0.39 , 0.9030814805095838
14, 48,  0.67, 0.69, 0.0, 0.41 , 0.9221911621993722
14, 49,  0.67, 0.69, 0.0, 0.4 , 1.2099280221083397
14, 50,  0.67, 0.68, 0.01, 0.39 , 0.9259436159949052
14, 51,  0.67, 0.68, 0.01, 0.41 , 1.0944812793041365
14, 52,  0.67, 0.68, 0.01, 0.4 , 0.8363707645437889
14, 53,  0.67, 0.68, 0.0, 0.39 , 1.2626668518952637
14, 54,  0.67, 0.68, 0.0, 0.41 , 0.9816784594129235
14, 55,  0.67, 0.68, 0.0, 0.4 , 0.9595612253341307
14, 56,  0.69, 0.67, 0.01, 0.39 , 1.1941996642342703
14, 57,  0.69, 0.67, 0.01, 0.41 , 1.2124684409540434
14, 58,  0.69, 0.67, 0.01, 0.4 , 1.418256941097081
14, 59,  0.69, 0.67, 0.0, 0.39 , 0.859058592932535
14, 60,  0.69, 0.67, 0.0, 0.41 , 0.8951060492126347
14, 61,  0.69, 0.67, 0.0, 0.4 , 1.2231166858702334
14, 62,  0.68, 0.67, 0.01, 0.39 , 1.2994116898218795
14, 63,  0.68, 0.67, 0.01, 0.41 , 1.062919575407214
14, 64,  0.68, 0.67, 0.01, 0.4 , 0.9963578908536611
14, 65,  0.68, 0.67, 0.0, 0.39 , 0.9792376475858466
14, 66,  0.68, 0.67, 0.0, 0.41 , 1.2631089808917348
14, 67,  0.68, 0.67, 0.0, 0.4 , 0.9810872883716828
14, 68,  0.67, 0.67, 0.01, 0.38 , 1.0944174140677005
14, 69,  0.67, 0.67, 0.01, 0.4 , 1.141341915228675
14, 70,  0.67, 0.67, 0.01, 0.39 , 1.5832462092968835
14, 71,  0.67, 0.67, 0.0, 0.38 , 1.2409012882594666
14, 72,  0.67, 0.67, 0.0, 0.4 , 0.9098565286794068
14, 73,  0.67, 0.67, 0.0, 0.39 , 0.6791226114365072
14, 74,  0.67, 0.69, 0.01, 0.38 , 1.0737617117372027
14, 75,  0.67, 0.69, 0.01, 0.4 , 0.9699178002933143
14, 76,  0.67, 0.69, 0.01, 0.39 , 1.2652232434246686
14, 77,  0.67, 0.69, 0.0, 0.38 , 1.2601252377511973
14, 78,  0.67, 0.69, 0.0, 0.4 , 1.2099280221083397
14, 79,  0.67, 0.69, 0.0, 0.39 , 0.9030814805095838
14, 80,  0.67, 0.68, 0.01, 0.38 , 1.1034664083960468
14, 81,  0.67, 0.68, 0.01, 0.4 , 0.8363707645437889
14, 82,  0.67, 0.68, 0.01, 0.39 , 0.9259436159949052
14, 83,  0.67, 0.68, 0.0, 0.38 , 1.0815027304232092
14, 84,  0.67, 0.68, 0.0, 0.4 , 0.9595612253341307
14, 85,  0.67, 0.68, 0.0, 0.39 , 1.2626668518952637
14, 86,  0.69, 0.67, 0.01, 0.38 , 1.2796273854189224
14, 87,  0.69, 0.67, 0.01, 0.4 , 1.418256941097081
14, 88,  0.69, 0.67, 0.01, 0.39 , 1.1941996642342703
14, 89,  0.69, 0.67, 0.0, 0.38 , 1.0207257138284902
14, 90,  0.69, 0.67, 0.0, 0.4 , 1.2231166858702334
14, 91,  0.69, 0.67, 0.0, 0.39 , 0.859058592932535
14, 92,  0.68, 0.67, 0.01, 0.38 , 1.489861126735714
14, 93,  0.68, 0.67, 0.01, 0.4 , 0.9963578908536611
14, 94,  0.68, 0.67, 0.01, 0.39 , 1.2994116898218795
14, 95,  0.68, 0.67, 0.0, 0.38 , 1.0278061910329461
14, 96,  0.68, 0.67, 0.0, 0.4 , 0.9810872883716828
14, 97,  0.68, 0.67, 0.0, 0.39 , 0.9792376475858466
15, 0,  0.66, 0.66, 0.0, 0.36 , 0.9912786252011467
15, 1,  0.66, 0.66, 0.0, 0.38 , 1.0680019073317157
15, 2,  0.66, 0.66, 0.0, 0.37 , 1.2358536724093048
15, 3,  0.66, 0.66, 0.02, 0.36 , 1.5569225332202064
15, 4,  0.66, 0.66, 0.02, 0.38 , 1.0120512552520435
15, 5,  0.66, 0.66, 0.02, 0.37 , 0.9992991804906232
15, 6,  0.66, 0.66, 0.01, 0.36 , 1.2271631445741036
15, 7,  0.66, 0.66, 0.01, 0.38 , 0.8248502268057709
15, 8,  0.66, 0.66, 0.01, 0.37 , 1.4087364935102054
15, 9,  0.66, 0.68, 0.0, 0.36 , 0.8791253291431617
15, 10,  0.66, 0.68, 0.0, 0.38 , 1.4589747735037821
15, 11,  0.66, 0.68, 0.0, 0.37 , 1.01340920190654
15, 12,  0.66, 0.68, 0.02, 0.36 , 1.0220008620215228
15, 13,  0.66, 0.68, 0.02, 0.38 , 1.3632434991526847
15, 14,  0.66, 0.68, 0.02, 0.37 , 1.1299660355532828
15, 15,  0.66, 0.68, 0.01, 0.36 , 1.0928949825972534
15, 16,  0.66, 0.68, 0.01, 0.38 , 0.9141527024611937
15, 17,  0.66, 0.68, 0.01, 0.37 , 0.9626439038973159
15, 18,  0.66, 0.67, 0.0, 0.36 , 0.962986867901116
15, 19,  0.66, 0.67, 0.0, 0.38 , 1.5018404014869733
15, 20,  0.66, 0.67, 0.0, 0.37 , 1.2335314439444933
15, 21,  0.66, 0.67, 0.02, 0.36 , 0.44258892334394123
15, 22,  0.66, 0.67, 0.02, 0.38 , 1.3368546343179541
15, 23,  0.66, 0.67, 0.02, 0.37 , 1.5291222020510042
15, 24,  0.66, 0.67, 0.01, 0.36 , 1.173290742772565
15, 25,  0.66, 0.67, 0.01, 0.38 , 1.0209636796720545
15, 26,  0.66, 0.67, 0.01, 0.37 , 0.9959664961387281
15, 27,  0.68, 0.66, 0.0, 0.36 , 1.4673361749986757
15, 28,  0.68, 0.66, 0.0, 0.38 , 1.3082089435417827
15, 29,  0.68, 0.66, 0.0, 0.37 , 1.2197582951454395
15, 30,  0.68, 0.66, 0.02, 0.36 , 1.3257120884438671
15, 31,  0.68, 0.66, 0.02, 0.38 , 0.9802445910773798
15, 32,  0.68, 0.66, 0.02, 0.37 , 0.8717925166131526
15, 33,  0.68, 0.66, 0.01, 0.36 , 1.1731817545208776
15, 34,  0.68, 0.66, 0.01, 0.38 , 1.0666777139621226
15, 35,  0.68, 0.66, 0.01, 0.37 , 1.4045636788987745
15, 36,  0.68, 0.68, 0.0, 0.36 , 0.9104229354505136
15, 37,  0.68, 0.68, 0.02, 0.36 , 1.2264816802328427
15, 38,  0.68, 0.68, 0.02, 0.37 , 1.3874550002725523
15, 39,  0.68, 0.68, 0.01, 0.36 , 1.511256296877064
15, 40,  0.68, 0.67, 0.0, 0.36 , 0.761443687319189
15, 41,  0.68, 0.67, 0.02, 0.36 , 1.0386094481115895
15, 42,  0.68, 0.67, 0.02, 0.38 , 1.4275407495007317
15, 43,  0.68, 0.67, 0.02, 0.37 , 1.2184462533703635
15, 44,  0.68, 0.67, 0.01, 0.36 , 1.0584973104748283
15, 45,  0.67, 0.66, 0.0, 0.36 , 1.1541648617601932
15, 46,  0.67, 0.66, 0.0, 0.38 , 1.2569098747536431
15, 47,  0.67, 0.66, 0.0, 0.37 , 0.9303733344737959
15, 48,  0.67, 0.66, 0.02, 0.36 , 0.9248791042434003
15, 49,  0.67, 0.66, 0.02, 0.38 , 0.7467375311892219
15, 50,  0.67, 0.66, 0.02, 0.37 , 0.9536237670854094
15, 51,  0.67, 0.66, 0.01, 0.36 , 0.8481599571752001
15, 52,  0.67, 0.66, 0.01, 0.38 , 0.9526519146121156
15, 53,  0.67, 0.66, 0.01, 0.37 , 0.8695741159363699
15, 54,  0.67, 0.68, 0.0, 0.36 , 1.1311648191403694
15, 55,  0.67, 0.68, 0.02, 0.36 , 0.8455022561207076
15, 56,  0.67, 0.68, 0.02, 0.38 , 0.9384501282041579
15, 57,  0.67, 0.68, 0.02, 0.37 , 0.8493200223726312
15, 58,  0.67, 0.68, 0.01, 0.36 , 0.9758449768100164
15, 59,  0.67, 0.67, 0.0, 0.36 , 1.15537548771047
15, 60,  0.67, 0.67, 0.02, 0.36 , 1.3027115873639672
15, 61,  0.67, 0.67, 0.02, 0.38 , 0.8900291805165814
15, 62,  0.67, 0.67, 0.02, 0.37 , 0.8640226419908877
15, 63,  0.67, 0.67, 0.01, 0.36 , 1.000260626091574
15, 64,  0.66, 0.66, 0.0, 0.38 , 1.0680019073317157
15, 65,  0.66, 0.66, 0.0, 0.4 , 0.766472657744654
15, 66,  0.66, 0.66, 0.0, 0.39 , 1.0963820541884521
15, 67,  0.66, 0.66, 0.02, 0.38 , 1.0120512552520435
15, 68,  0.66, 0.66, 0.02, 0.4 , 0.9376197173310947
15, 69,  0.66, 0.66, 0.02, 0.39 , 0.9278246565064202
15, 70,  0.66, 0.66, 0.01, 0.38 , 0.8248502268057709
15, 71,  0.66, 0.66, 0.01, 0.4 , 1.2094314331563227
15, 72,  0.66, 0.66, 0.01, 0.39 , 0.9182052501393138
15, 73,  0.66, 0.68, 0.0, 0.38 , 1.4589747735037821
15, 74,  0.66, 0.68, 0.0, 0.4 , 0.9568075190029572
15, 75,  0.66, 0.68, 0.0, 0.39 , 1.1401971237127566
15, 76,  0.66, 0.68, 0.02, 0.38 , 1.3632434991526847
15, 77,  0.66, 0.68, 0.02, 0.4 , 0.839361115914278
15, 78,  0.66, 0.68, 0.02, 0.39 , 1.2034826175846685
15, 79,  0.66, 0.68, 0.01, 0.38 , 0.9141527024611937
15, 80,  0.66, 0.68, 0.01, 0.4 , 1.2160676065923537
15, 81,  0.66, 0.68, 0.01, 0.39 , 0.8519417933798282
15, 82,  0.66, 0.67, 0.0, 0.38 , 1.5018404014869733
15, 83,  0.66, 0.67, 0.0, 0.4 , 1.1290858979757357
15, 84,  0.66, 0.67, 0.0, 0.39 , 1.1500987712176738
15, 85,  0.66, 0.67, 0.02, 0.38 , 1.3368546343179541
15, 86,  0.66, 0.67, 0.02, 0.4 , 1.1396888812049684
15, 87,  0.66, 0.67, 0.02, 0.39 , 0.9893782341331806
15, 88,  0.66, 0.67, 0.01, 0.38 , 1.0209636796720545
15, 89,  0.66, 0.67, 0.01, 0.4 , 0.9247432910660667
15, 90,  0.66, 0.67, 0.01, 0.39 , 0.8943489599649438
15, 91,  0.68, 0.66, 0.0, 0.38 , 1.3082089435417827
15, 92,  0.68, 0.66, 0.0, 0.4 , 1.2733516503086886
15, 93,  0.68, 0.66, 0.0, 0.39 , 1.3906539529447182
15, 94,  0.68, 0.66, 0.02, 0.38 , 0.9802445910773798
15, 95,  0.68, 0.66, 0.02, 0.4 , 1.3864585725054808
15, 96,  0.68, 0.66, 0.02, 0.39 , 1.6058420621172853
15, 97,  0.68, 0.66, 0.01, 0.38 , 1.0666777139621226
15, 98,  0.68, 0.66, 0.01, 0.4 , 1.0329870580922265
15, 99,  0.68, 0.66, 0.01, 0.39 , 0.9077067032970231
15, 100,  0.68, 0.67, 0.02, 0.38 , 1.4275407495007317
15, 101,  0.68, 0.67, 0.02, 0.4 , 1.0640216278720858
15, 102,  0.68, 0.67, 0.02, 0.39 , 1.22859796996783
15, 103,  0.67, 0.66, 0.0, 0.38 , 1.2569098747536431
15, 104,  0.67, 0.66, 0.0, 0.4 , 1.064072096383875
15, 105,  0.67, 0.66, 0.0, 0.39 , 0.9256109499826286
15, 106,  0.67, 0.66, 0.02, 0.38 , 0.7467375311892219
15, 107,  0.67, 0.66, 0.02, 0.4 , 1.0933194927399794
15, 108,  0.67, 0.66, 0.02, 0.39 , 0.9864736662099801
15, 109,  0.67, 0.66, 0.01, 0.38 , 0.9526519146121156
15, 110,  0.67, 0.66, 0.01, 0.4 , 0.9097618926115936
15, 111,  0.67, 0.66, 0.01, 0.39 , 1.392931182153688
15, 112,  0.67, 0.68, 0.02, 0.38 , 0.9384501282041579
15, 113,  0.67, 0.68, 0.02, 0.4 , 1.0484930447500078
15, 114,  0.67, 0.68, 0.02, 0.39 , 1.0444664717782957
15, 115,  0.67, 0.67, 0.02, 0.38 , 0.8900291805165814
15, 116,  0.67, 0.67, 0.02, 0.4 , 0.846319970191209
15, 117,  0.67, 0.67, 0.02, 0.39 , 1.2185585735759337
15, 118,  0.66, 0.66, 0.0, 0.37 , 1.2358536724093048
15, 119,  0.66, 0.66, 0.0, 0.39 , 1.0963820541884521
15, 120,  0.66, 0.66, 0.0, 0.38 , 1.0680019073317157
15, 121,  0.66, 0.66, 0.02, 0.37 , 0.9992991804906232
15, 122,  0.66, 0.66, 0.02, 0.39 , 0.9278246565064202
15, 123,  0.66, 0.66, 0.02, 0.38 , 1.0120512552520435
15, 124,  0.66, 0.66, 0.01, 0.37 , 1.4087364935102054
15, 125,  0.66, 0.66, 0.01, 0.39 , 0.9182052501393138
15, 126,  0.66, 0.66, 0.01, 0.38 , 0.8248502268057709
15, 127,  0.66, 0.68, 0.0, 0.37 , 1.01340920190654
15, 128,  0.66, 0.68, 0.0, 0.39 , 1.1401971237127566
15, 129,  0.66, 0.68, 0.0, 0.38 , 1.4589747735037821
15, 130,  0.66, 0.68, 0.02, 0.37 , 1.1299660355532828
15, 131,  0.66, 0.68, 0.02, 0.39 , 1.2034826175846685
15, 132,  0.66, 0.68, 0.02, 0.38 , 1.3632434991526847
15, 133,  0.66, 0.68, 0.01, 0.37 , 0.9626439038973159
15, 134,  0.66, 0.68, 0.01, 0.39 , 0.8519417933798282
15, 135,  0.66, 0.68, 0.01, 0.38 , 0.9141527024611937
15, 136,  0.66, 0.67, 0.0, 0.37 , 1.2335314439444933
15, 137,  0.66, 0.67, 0.0, 0.39 , 1.1500987712176738
15, 138,  0.66, 0.67, 0.0, 0.38 , 1.5018404014869733
15, 139,  0.66, 0.67, 0.02, 0.37 , 1.5291222020510042
15, 140,  0.66, 0.67, 0.02, 0.39 , 0.9893782341331806
15, 141,  0.66, 0.67, 0.02, 0.38 , 1.3368546343179541
